idCuando	idQue	idDonde	unidades	clientes
82	31	20	16	13
82	32	1	61	33
82	33	20	74	43
82	34	16	44	30
82	35	9	93	62
82	36	4	16	9
82	37	2	47	26
82	38	11	99	56
82	39	11	48	44
82	40	8	48	34
82	41	3	32	29
82	42	20	68	68
82	43	3	24	17
82	44	12	61	54
82	45	19	88	76
82	46	9	47	29
82	47	10	88	87
82	48	8	51	29
82	49	17	72	41
82	50	3	57	41
82	51	5	88	85
82	52	16	20	20
82	53	13	42	30
82	54	3	77	44
82	55	18	51	50
82	56	14	53	35
82	57	10	69	41
82	58	6	42	33
82	59	20	52	27
82	60	11	94	56
83	1	6	89	52
83	2	8	67	57
83	3	14	48	39
83	4	17	67	40
83	5	9	45	26
83	6	3	84	81
83	7	1	60	57
83	8	2	58	45
83	9	12	78	64
83	10	13	15	14
83	11	11	19	14
83	12	8	6	4
83	13	3	83	60
83	14	1	87	44
83	15	15	56	49
83	16	1	54	32
83	17	1	47	42
83	18	2	95	68
83	19	2	92	53
83	20	13	84	46
83	21	14	61	53
83	22	4	34	26
83	23	16	42	39
83	24	19	98	83
83	25	20	17	12
83	26	4	33	31
83	27	1	73	65
83	28	13	83	54
83	29	2	23	13
83	30	20	19	12
83	31	2	29	19
83	32	11	73	45
83	33	20	81	72
83	34	8	25	20
83	35	1	70	56
83	36	1	61	37
83	37	15	59	57
83	38	18	23	12
83	39	11	61	37
83	40	5	80	74
83	41	6	19	17
83	42	4	63	34
83	43	8	16	11
83	44	18	59	44
83	45	2	69	44
83	46	4	73	42
83	47	8	59	40
83	48	12	80	49
83	49	12	64	38
83	50	9	79	56
83	51	10	25	19
83	52	1	55	46
83	53	17	65	35
83	54	17	35	33
83	55	2	14	12
83	56	6	18	12
83	57	4	22	20
83	58	2	9	5
83	59	2	40	28
83	60	10	67	40
84	1	3	15	9
84	2	7	94	79
84	3	3	4	3
84	4	3	32	19
84	5	15	54	35
84	6	9	54	46
84	7	9	85	67
84	8	6	39	21
84	9	10	80	49
84	10	13	47	33
84	11	6	31	19
84	12	7	84	69
84	13	20	48	36
84	14	16	7	5
84	15	6	32	21
84	16	18	10	8
84	17	7	44	42
84	18	5	79	77
84	19	6	55	48
84	20	2	94	66
84	21	1	59	43
84	22	3	60	35
84	23	5	33	21
84	24	4	88	57
84	25	7	66	53
84	26	18	44	36
84	27	4	74	51
84	28	20	69	53
84	29	16	37	32
84	30	12	52	36
84	31	20	97	60
84	32	10	57	39
84	33	8	24	18
84	34	3	75	41
84	35	17	42	40
84	36	10	60	36
84	37	12	50	35
84	38	11	31	24
84	39	12	46	37
84	40	18	78	64
84	41	4	16	12
84	42	19	19	11
84	43	19	32	18
84	44	12	28	26
84	45	7	45	24
84	46	18	98	60
84	47	12	41	30
84	48	10	78	47
84	49	8	41	38
84	50	3	13	9
84	51	4	33	17
84	52	2	94	68
84	53	15	33	27
84	54	19	82	42
84	55	4	73	41
84	56	7	29	15
84	57	4	15	11
84	58	13	30	16
84	59	8	29	29
84	60	2	36	34
85	1	20	58	33
85	2	20	37	31
85	3	3	70	49
85	4	2	95	72
85	5	12	87	59
85	6	2	65	40
85	7	19	38	24
85	8	3	28	18
85	9	15	98	59
85	10	12	63	61
85	11	19	2	2
85	12	18	64	53
85	13	5	59	42
85	14	7	57	46
85	15	15	46	32
85	16	19	30	23
85	17	9	22	15
85	18	19	95	89
85	19	16	32	24
85	20	14	36	27
85	21	5	95	64
85	22	4	55	55
85	23	4	59	50
85	24	17	60	52
85	25	8	38	30
85	26	13	44	39
85	27	10	53	48
85	28	19	74	65
85	29	18	62	32
85	30	14	19	15
85	31	15	30	24
85	32	20	1	1
85	33	20	41	37
85	34	4	86	55
85	35	5	54	41
85	36	15	62	51
85	37	16	97	64
85	38	14	71	49
85	39	8	100	93
85	40	20	94	63
85	41	3	81	41
85	42	5	31	23
85	43	11	46	28
85	44	3	62	41
85	45	16	52	32
85	46	13	24	17
85	47	16	85	51
85	48	8	34	22
85	49	12	70	63
85	50	7	6	4
85	51	12	46	25
85	52	15	55	39
85	53	12	81	47
85	54	17	72	38
85	55	20	62	33
85	56	8	63	43
85	57	19	76	57
85	58	17	57	42
85	59	14	37	22
85	60	9	36	22
86	1	6	83	74
86	2	6	78	44
86	3	12	28	24
86	4	2	46	29
86	5	16	62	44
86	6	17	28	17
86	7	10	35	20
86	8	8	52	32
86	9	2	17	13
86	10	7	78	49
86	11	5	34	27
86	12	11	72	55
86	13	6	43	32
86	14	19	91	48
86	15	13	86	46
86	16	13	45	27
86	17	17	16	15
86	18	8	51	41
86	19	3	25	13
86	20	8	43	29
86	21	13	29	27
86	22	5	63	48
86	23	2	99	66
86	24	17	52	30
86	25	11	38	24
86	26	20	58	46
86	27	16	49	37
86	28	18	51	37
86	29	11	95	86
86	30	13	6	5
86	31	11	3	2
86	32	6	56	33
86	33	3	18	15
86	34	5	33	26
86	35	6	83	72
86	36	16	92	75
86	37	15	69	54
86	38	14	24	18
86	39	17	58	57
86	40	14	11	9
86	41	10	97	82
86	42	16	100	81
86	43	15	11	8
86	44	1	74	51
86	45	19	22	17
86	46	10	98	66
86	47	12	82	50
86	48	14	32	28
86	49	16	26	24
86	50	16	63	44
86	51	8	66	60
86	52	13	32	17
86	53	20	56	54
86	54	4	41	30
86	55	4	24	19
86	56	17	29	25
86	57	19	46	30
86	58	7	33	32
86	59	6	92	87
86	60	10	76	70
87	1	7	56	43
87	2	4	100	66
87	3	5	62	39
87	4	6	27	25
87	5	18	51	42
87	6	17	57	45
87	7	2	78	50
87	8	15	29	18
87	9	16	44	28
87	10	16	29	28
87	11	7	41	30
87	12	12	4	4
87	13	4	38	24
87	14	12	94	92
87	15	10	62	33
87	16	18	88	56
87	17	14	57	29
87	18	4	62	35
87	19	4	33	17
87	20	9	39	20
87	21	20	38	23
87	22	14	13	11
87	23	11	50	48
87	24	9	37	34
87	25	17	39	26
87	26	10	18	9
87	27	5	41	28
87	28	17	26	16
87	29	16	65	37
87	30	6	98	86
87	31	7	61	47
87	32	2	33	28
87	33	13	56	39
87	34	1	65	44
87	35	10	83	76
87	36	1	46	27
87	37	19	25	18
87	38	8	100	65
87	39	12	74	58
87	40	8	26	19
87	41	7	25	14
87	42	7	87	70
87	43	12	52	30
87	44	14	75	61
87	45	6	80	76
87	46	15	86	47
87	47	19	9	5
87	48	16	97	90
87	49	10	34	25
87	50	1	26	19
87	51	6	42	27
87	52	5	52	49
87	53	18	18	11
87	54	17	21	17
87	55	20	40	23
87	56	8	80	79
87	57	7	63	57
87	58	18	1	1
87	59	1	50	48
87	60	18	66	50
88	1	5	57	44
88	2	15	32	21
88	3	11	76	46
88	4	10	35	33
88	5	4	67	40
88	6	12	42	26
88	7	3	60	38
88	8	3	22	19
88	9	17	48	33
88	10	15	67	51
88	11	18	65	58
88	12	9	1	1
88	13	7	85	76
88	14	14	43	25
88	15	8	56	40
88	16	11	52	31
88	17	2	96	71
88	18	4	3	3
88	19	16	21	17
88	20	3	55	38
88	21	14	36	30
88	22	20	32	18
88	23	19	34	24
88	24	19	61	54
88	25	6	57	36
88	26	17	31	21
88	27	13	9	7
88	28	20	97	80
88	29	12	92	63
88	30	5	82	63
88	31	1	47	45
88	32	2	51	37
88	33	12	57	44
88	34	18	53	31
88	35	1	21	12
88	36	9	54	52
88	37	13	79	70
88	38	19	84	64
88	39	4	8	7
88	40	15	13	8
88	41	4	56	37
88	42	6	3	2
88	43	5	33	19
88	44	11	74	70
88	45	9	9	6
88	46	6	21	18
88	47	5	21	13
88	48	12	50	44
88	49	3	20	17
88	50	20	63	58
88	51	5	55	28
88	52	12	91	61
88	53	10	6	4
88	54	3	32	23
88	55	7	50	38
88	56	17	92	85
88	57	10	69	64
88	58	19	58	39
88	59	9	58	58
88	60	9	62	36
89	1	9	5	3
89	2	10	4	2
89	3	7	7	7
89	4	6	41	31
89	5	17	44	25
89	6	3	11	7
89	7	9	96	66
89	8	11	21	17
89	9	16	27	18
89	10	18	23	17
89	11	5	44	39
89	12	4	5	5
89	13	6	20	11
89	14	18	90	64
89	15	15	89	63
89	16	1	90	61
89	17	13	83	50
89	18	10	23	14
89	19	11	82	54
89	20	12	74	60
89	21	4	41	35
89	22	15	82	52
89	23	14	9	7
89	24	13	47	34
89	25	1	68	50
89	26	16	76	75
89	27	1	59	55
89	28	14	51	38
89	29	8	54	36
89	30	9	9	9
89	31	3	48	48
89	32	3	77	59
89	33	2	68	56
89	34	6	96	59
89	35	3	82	60
89	36	12	82	69
89	37	6	30	22
89	38	16	71	45
89	39	20	9	8
89	40	11	26	26
89	41	6	40	36
89	42	20	18	12
89	43	3	27	24
89	44	6	20	16
89	45	2	39	26
89	46	15	6	3
89	47	19	64	64
89	48	6	16	11
89	49	20	21	18
89	50	20	47	37
89	51	2	81	61
89	52	15	69	68
89	53	7	3	2
89	54	4	29	25
89	55	3	66	66
89	56	3	9	9
89	57	18	55	40
89	58	4	96	61
89	59	7	44	37
89	60	11	18	17
90	1	20	99	70
90	2	13	78	68
90	3	1	2	1
90	4	20	68	67
90	5	11	78	76
90	6	7	82	80
90	7	2	78	63
90	8	13	93	65
90	9	1	37	28
90	10	11	29	28
90	11	8	64	51
90	12	10	74	65
90	13	10	99	87
90	14	2	8	5
90	15	8	30	29
90	16	3	77	58
90	17	6	31	18
90	18	7	40	36
90	19	12	22	16
90	20	8	44	38
90	21	1	63	53
90	22	10	1	1
90	23	9	26	25
90	24	10	24	22
90	25	1	45	29
90	26	10	98	72
90	27	17	74	62
90	28	20	95	93
90	29	20	57	34
90	30	2	28	14
90	31	3	7	6
90	32	4	38	32
90	33	8	11	7
90	34	16	39	28
90	35	12	83	65
90	36	3	14	8
90	37	10	21	19
90	38	17	16	9
90	39	6	80	58
90	40	13	10	6
90	41	15	28	27
90	42	19	2	2
90	43	17	26	17
90	44	16	11	9
90	45	6	7	5
90	46	4	52	32
90	47	10	89	77
90	48	14	55	38
90	49	10	83	81
90	50	4	81	51
90	51	4	12	12
90	52	5	26	17
90	53	18	10	7
90	54	18	76	75
90	55	20	55	50
90	56	10	21	15
90	57	19	25	14
90	58	18	23	20
90	59	18	54	42
90	60	11	54	47
91	1	17	26	22
91	2	4	32	21
91	3	10	13	9
91	4	7	2	1
91	5	2	46	38
91	6	19	100	87
91	7	2	49	41
91	8	1	57	37
91	9	8	3	2
91	10	19	56	39
91	11	20	98	77
91	12	13	75	59
91	13	8	84	67
91	14	19	91	52
91	15	12	38	31
91	16	16	30	26
91	17	14	17	12
91	18	4	87	64
91	19	16	58	47
91	20	15	99	97
91	21	2	7	5
91	22	11	4	3
91	23	3	9	7
91	24	14	28	21
91	25	14	69	57
91	26	11	76	54
91	27	16	23	12
91	28	18	51	28
91	29	17	46	30
91	30	16	80	41
91	31	12	68	49
91	32	5	58	44
91	33	2	4	3
91	34	4	47	26
91	35	9	79	61
91	36	18	93	79
91	37	5	42	35
91	38	7	84	77
91	39	16	22	11
91	40	12	60	46
91	41	8	68	50
91	42	19	9	6
91	43	7	96	81
91	44	17	4	3
91	45	19	14	8
91	46	19	45	36
91	47	9	99	60
91	48	15	96	84
91	49	20	94	71
91	50	8	84	78
91	51	13	13	7
91	52	10	10	5
91	53	11	13	11
91	54	11	84	82
91	55	6	90	77
91	56	11	79	56
91	57	13	30	19
91	58	5	64	38
91	59	15	91	74
91	60	8	71	70
92	1	1	69	38
92	2	13	88	63
92	3	4	89	68
92	4	3	36	22
92	5	15	89	54
92	6	8	38	19
92	7	20	45	30
92	8	14	46	38
92	9	9	28	20
92	10	2	27	23
92	11	1	76	44
92	12	12	97	82
92	13	4	22	20
92	14	10	54	41
92	15	1	68	54
92	16	12	42	37
92	17	9	72	67
92	18	16	2	2
92	19	11	43	23
92	20	6	32	31
92	21	4	33	25
92	22	1	75	70
92	23	16	60	55
92	24	1	70	67
92	25	7	6	4
92	26	17	10	9
92	27	19	19	10
92	28	18	65	43
92	29	11	88	80
92	30	3	21	16
92	31	9	75	43
92	32	6	91	50
92	33	15	67	42
92	34	14	17	9
92	35	3	7	5
92	36	14	10	8
92	37	7	49	32
92	38	8	91	64
92	39	12	30	19
92	40	8	20	11
92	41	2	64	47
92	42	15	52	44
92	43	20	50	37
92	44	9	1	1
92	45	5	62	47
92	46	8	47	37
92	47	5	45	31
92	48	5	85	72
92	49	19	59	38
92	50	12	46	44
92	51	1	96	69
92	52	16	66	44
92	53	18	24	21
92	54	19	34	19
92	55	13	73	60
92	56	8	100	96
92	57	7	87	86
92	58	1	15	9
92	59	2	20	12
92	60	12	46	35
93	1	6	56	36
93	2	19	99	87
93	3	11	80	42
93	4	20	21	16
93	5	20	95	77
93	6	8	68	42
93	7	6	77	65
93	8	10	82	51
93	9	5	53	37
93	10	9	44	43
93	11	11	17	10
93	12	11	12	7
93	13	11	76	67
93	14	10	88	61
93	15	13	84	80
93	16	20	76	67
93	17	11	51	47
93	18	10	20	13
93	19	11	15	13
93	20	12	64	54
93	21	15	29	16
93	22	6	85	50
93	23	3	48	32
93	24	3	4	4
93	25	14	74	59
93	26	7	60	34
93	27	3	17	9
93	28	13	99	82
93	29	17	1	1
93	30	8	25	17
93	31	8	99	66
93	32	17	37	21
93	33	5	91	51
93	34	5	66	54
93	35	7	87	44
93	36	15	65	35
93	37	19	79	70
93	38	10	48	46
93	39	18	57	54
93	40	19	3	2
93	41	11	58	45
93	42	7	4	3
93	43	9	94	75
93	44	1	17	15
93	45	9	62	39
93	46	9	38	34
93	47	8	81	79
93	48	3	2	1
93	49	6	94	62
93	50	20	64	45
93	51	2	6	5
93	52	15	35	30
93	53	15	95	86
93	54	6	63	46
93	55	17	9	8
93	56	6	35	32
93	57	3	29	19
93	58	8	79	67
93	59	4	59	41
93	60	8	52	33
94	1	17	38	35
94	2	15	17	16
94	3	2	77	64
94	4	15	96	66
94	5	19	41	33
94	6	8	69	60
94	7	3	13	9
94	8	17	90	75
94	9	7	6	5
94	10	9	22	17
94	11	14	40	40
94	12	20	19	11
94	13	13	19	17
94	14	6	16	15
94	15	6	17	11
94	16	3	69	41
94	17	19	95	89
94	18	17	63	37
94	19	5	89	73
94	20	15	88	73
94	21	20	49	25
94	22	15	99	91
94	23	9	48	38
94	24	9	20	18
94	25	6	65	47
94	26	1	90	82
94	27	5	63	42
94	28	11	72	64
94	29	16	98	72
94	30	18	56	56
94	31	4	15	14
94	32	12	1	1
94	33	4	98	77
94	34	4	68	41
94	35	16	12	11
94	36	11	26	19
94	37	5	63	44
94	38	16	100	86
94	39	7	80	42
94	40	10	13	12
94	41	4	89	63
101	7	2	33	18
101	8	20	9	5
101	9	5	35	31
101	10	18	34	24
101	11	2	86	72
101	12	9	16	9
101	13	16	98	74
101	14	20	57	44
101	15	1	92	65
101	16	11	37	35
101	17	10	45	30
101	18	5	53	30
101	19	10	81	65
101	20	4	80	40
101	21	14	81	67
101	22	4	29	18
101	23	13	56	33
101	24	7	18	18
101	25	8	93	92
101	26	7	49	34
101	27	8	98	92
101	28	12	42	42
101	29	7	14	11
101	30	8	1	1
101	31	8	27	14
101	32	18	32	21
101	33	2	69	57
101	34	16	53	46
101	35	16	38	20
101	36	19	48	37
101	37	10	51	46
101	38	2	59	30
101	39	3	27	25
101	40	12	63	48
101	41	2	6	3
101	42	12	3	2
101	43	19	6	5
101	44	19	50	42
101	45	12	67	63
101	46	15	43	36
101	47	10	93	88
101	48	10	72	37
101	49	9	53	46
101	50	12	41	38
101	51	19	51	29
101	52	16	32	18
101	53	11	11	10
101	54	10	23	16
101	55	5	68	39
101	56	5	94	67
101	57	9	91	64
101	58	3	89	57
101	59	12	51	42
101	60	16	17	12
102	1	19	59	48
102	2	7	25	25
102	3	18	8	6
102	4	8	92	69
102	5	17	38	34
102	6	9	6	5
102	7	20	33	25
102	8	9	46	35
102	9	15	25	13
102	10	5	26	14
102	11	11	8	7
102	12	2	99	67
102	13	11	36	34
102	14	18	21	19
102	15	15	8	7
102	16	1	45	23
102	17	3	46	37
102	18	4	23	13
102	19	10	80	76
102	20	13	31	20
102	21	18	10	8
102	22	7	20	17
102	23	16	45	33
102	24	5	75	74
102	25	16	70	69
102	26	10	65	42
102	27	14	72	39
102	28	11	17	17
102	29	15	31	21
102	30	6	56	47
102	31	18	2	2
102	32	18	73	42
102	33	17	80	67
102	34	7	61	52
102	35	6	3	2
102	36	15	68	58
102	37	3	87	45
102	38	2	99	68
102	39	2	57	50
102	40	5	21	16
102	41	13	91	56
102	42	12	93	63
102	43	7	37	35
102	44	13	13	12
102	45	13	47	30
102	46	20	41	35
102	47	19	4	4
102	48	10	77	51
102	49	13	42	30
102	50	3	30	21
102	51	20	87	47
102	52	17	53	30
102	53	17	19	19
102	54	15	62	37
102	55	19	49	41
102	56	14	65	44
102	57	5	60	58
102	58	9	30	18
102	59	4	90	54
102	60	8	31	28
103	1	2	28	16
103	2	17	19	11
103	3	13	29	21
103	4	19	26	18
103	5	9	45	41
103	6	16	71	61
103	7	2	81	71
103	8	3	17	14
103	9	10	27	22
103	10	8	21	19
103	11	16	25	21
103	12	2	22	18
103	13	3	26	18
103	14	13	62	60
103	15	19	12	7
103	16	6	80	56
103	17	8	34	21
103	18	7	73	41
103	19	10	86	80
103	20	19	21	21
103	21	18	97	65
103	22	15	80	67
103	23	1	68	52
103	24	16	23	20
103	25	12	23	23
103	26	13	53	43
103	27	16	95	66
103	28	16	44	38
103	29	12	93	78
103	30	17	47	27
103	31	15	4	3
103	32	20	48	32
103	33	16	94	50
103	34	4	25	13
103	35	2	48	44
103	36	8	14	14
103	37	13	17	10
103	38	10	41	36
103	39	11	66	49
103	40	3	90	66
103	41	1	44	39
103	42	19	54	49
103	43	8	80	51
103	44	7	44	41
103	45	10	67	44
103	46	11	44	30
103	47	3	96	76
103	48	18	5	3
103	49	1	88	63
103	50	6	13	12
103	51	11	90	64
103	52	8	22	17
103	53	13	13	12
103	54	10	40	22
103	55	18	50	40
103	56	1	24	17
103	57	20	28	25
103	58	12	15	8
103	59	13	53	49
103	60	13	28	21
104	1	9	56	29
104	2	16	93	89
104	3	8	66	48
104	4	14	56	39
104	5	2	65	35
104	6	17	73	41
104	7	1	4	3
104	8	19	18	9
104	9	14	21	17
104	10	7	58	57
104	11	19	81	48
104	12	10	49	36
104	13	5	76	57
104	14	20	26	13
104	15	12	49	44
104	16	7	56	41
104	17	5	41	32
104	18	4	58	41
104	19	12	60	56
104	20	18	4	2
104	21	19	73	73
104	22	1	36	35
104	23	3	94	70
104	24	3	27	18
104	25	11	7	4
104	26	4	48	27
104	27	15	66	65
104	28	6	44	32
104	29	6	56	51
104	30	5	6	4
104	31	13	95	62
104	32	18	7	5
104	33	10	56	29
104	34	4	87	58
104	35	16	76	65
104	36	11	18	13
104	37	9	3	2
104	38	18	7	7
104	39	19	58	54
104	40	18	21	11
104	41	2	57	42
104	42	8	84	76
104	43	8	5	3
104	44	18	61	44
104	45	16	43	41
104	46	12	37	21
104	47	7	24	17
104	48	11	52	35
104	49	20	58	43
104	50	10	51	33
104	51	12	47	26
104	52	9	32	20
104	53	7	41	32
104	54	14	33	26
104	55	16	57	41
104	56	16	9	7
104	57	13	72	67
104	58	9	72	42
104	59	15	16	14
104	60	3	66	64
105	1	9	31	24
105	2	4	38	19
105	3	7	93	53
105	4	10	99	61
105	5	2	76	52
105	6	17	23	13
105	7	19	87	77
105	8	7	100	58
105	9	11	57	43
105	10	2	93	80
105	11	4	60	58
105	12	8	3	2
105	13	6	32	22
105	14	19	96	89
105	15	7	6	3
105	16	4	89	81
105	17	14	45	42
105	18	1	79	74
105	19	8	56	37
105	20	4	40	34
105	21	15	25	21
105	22	3	39	33
105	23	14	2	1
105	24	19	85	70
105	25	12	11	5
105	26	10	24	13
105	27	10	75	53
105	28	7	23	14
105	29	3	70	62
105	30	16	78	73
105	31	10	28	25
105	32	4	21	17
105	33	3	67	42
105	34	2	50	39
105	35	8	67	40
105	36	18	3	2
105	37	6	23	14
105	38	18	23	16
105	39	3	40	28
105	40	12	94	77
105	41	2	68	47
105	42	1	29	18
105	43	13	4	3
105	44	17	39	23
105	45	9	51	26
105	46	9	70	41
105	47	19	75	70
105	48	16	40	27
105	49	6	79	52
105	50	6	92	51
105	51	3	74	72
105	52	18	27	15
105	53	7	53	39
105	54	18	51	29
105	55	5	87	57
105	56	6	78	40
105	57	7	70	46
105	58	15	72	61
105	59	4	40	37
105	60	18	17	15
106	1	12	91	72
106	2	7	8	4
106	3	6	65	45
106	4	16	89	46
106	5	2	64	60
106	6	15	62	51
106	7	17	16	13
106	8	14	89	46
106	9	13	71	61
106	10	7	13	7
106	11	17	55	43
106	12	12	48	38
106	13	17	31	21
106	14	8	96	79
106	15	6	34	25
106	16	10	88	82
106	17	20	85	46
106	18	11	88	48
106	19	14	89	78
106	20	7	54	31
106	21	8	64	38
106	22	6	72	39
106	23	5	28	16
106	24	20	86	48
106	25	9	23	20
106	26	14	62	31
106	27	3	65	59
106	28	17	23	14
106	29	11	86	79
106	30	1	27	18
106	31	10	26	18
106	32	2	38	21
106	33	18	53	50
106	34	2	97	67
106	35	1	77	45
106	36	7	58	47
106	37	19	54	29
106	38	20	54	38
106	39	1	14	11
106	40	17	21	15
106	41	14	1	1
106	42	1	69	55
106	43	8	11	10
106	44	7	19	17
106	45	4	91	82
106	46	18	22	18
106	47	20	52	47
106	48	5	70	68
106	49	20	79	61
106	50	10	60	57
106	51	8	31	16
106	52	13	24	20
106	53	13	2	1
106	54	7	24	20
106	55	1	51	45
106	56	13	19	12
106	57	15	96	90
106	58	3	74	43
106	59	4	60	39
106	60	1	100	75
107	1	9	16	10
107	2	17	77	70
107	3	7	62	54
107	4	1	31	28
107	5	10	86	71
107	6	13	98	78
107	7	14	78	56
107	8	2	36	32
107	9	18	12	6
107	10	2	73	49
107	11	20	9	5
107	12	9	68	49
107	13	12	43	34
107	14	9	50	38
107	15	14	33	21
107	16	15	23	21
107	17	18	8	7
107	18	3	90	57
107	19	4	28	26
107	20	1	99	56
107	21	7	89	56
107	22	15	70	55
107	23	6	83	65
107	24	11	18	16
107	25	11	70	43
107	26	7	95	90
107	27	9	2	2
107	28	14	27	15
107	29	17	97	54
107	30	13	36	32
107	31	2	74	40
107	32	16	29	19
107	33	1	27	23
107	34	20	12	11
107	35	11	16	15
107	36	8	11	10
107	37	18	65	50
107	38	15	41	32
107	39	14	37	20
107	40	8	12	11
107	41	2	96	85
107	42	20	100	67
107	43	6	85	50
107	44	17	83	78
107	45	8	67	40
107	46	17	28	23
107	47	12	32	17
107	48	14	17	14
107	49	17	7	7
107	50	6	71	60
107	51	2	2	2
107	52	8	7	4
107	53	5	14	10
107	54	11	7	6
107	55	5	94	89
107	56	18	58	55
107	57	6	1	1
107	58	8	94	86
107	59	1	1	1
107	60	20	90	67
108	1	16	35	31
108	2	10	28	19
108	3	18	59	33
108	4	3	82	46
108	5	17	84	66
108	6	11	63	57
108	7	19	53	51
108	8	1	2	2
108	9	3	69	48
108	10	10	77	61
108	11	7	28	22
108	12	3	71	38
108	13	20	99	58
108	14	13	33	28
108	15	3	84	46
108	16	20	85	57
108	17	15	94	84
108	18	10	14	10
108	19	8	28	23
108	20	14	31	19
108	21	12	37	31
108	22	12	71	44
108	23	18	49	24
108	24	14	89	58
108	25	7	84	80
108	26	1	20	17
108	27	20	60	34
108	28	18	40	38
108	29	14	1	1
108	30	16	83	79
108	31	7	77	53
108	32	2	97	57
108	33	15	98	54
108	34	11	20	11
108	35	11	44	32
108	36	11	56	35
108	37	7	57	49
108	38	3	64	40
108	39	1	2	1
108	40	9	8	7
108	41	2	79	70
108	42	1	1	1
108	43	9	43	36
108	44	8	22	21
108	45	16	10	9
108	46	13	7	3
108	47	12	50	45
108	48	11	99	88
108	49	11	66	47
108	50	10	51	45
108	51	5	3	3
108	52	1	61	45
108	53	5	68	46
108	54	6	15	9
108	55	16	88	87
108	56	7	32	22
108	57	3	99	96
108	58	5	32	19
108	59	13	36	20
108	60	19	76	63
109	1	1	48	39
109	2	5	33	24
109	3	17	99	66
109	4	10	74	52
109	5	6	18	11
109	6	16	37	31
109	7	10	93	70
109	8	3	77	55
109	9	7	3	2
109	10	18	91	83
109	11	4	56	45
109	12	5	66	64
109	13	13	31	22
109	14	14	21	20
109	15	1	100	76
109	16	11	32	29
109	17	3	57	38
109	18	4	90	55
109	19	14	99	58
109	20	7	3	3
109	21	4	11	7
109	22	13	26	18
109	23	9	28	18
109	24	20	67	60
109	25	17	76	50
109	26	16	45	32
109	27	7	3	3
109	28	1	3	2
109	29	14	94	48
109	30	17	70	43
109	31	3	37	36
109	32	9	7	6
109	33	11	85	46
109	34	6	38	25
109	35	1	36	32
109	36	11	6	4
109	37	13	10	6
109	38	17	26	20
109	39	17	35	30
109	40	17	14	8
109	41	3	93	60
109	42	12	95	52
109	43	3	38	29
109	44	10	23	13
109	45	16	53	53
109	46	2	1	1
109	47	3	95	72
109	48	20	25	14
109	49	3	33	29
109	50	10	82	66
109	51	20	23	19
109	52	18	17	11
109	53	19	79	63
109	54	9	62	33
109	55	19	91	75
109	56	4	60	49
109	57	10	26	14
109	58	20	13	11
109	59	5	11	7
109	60	15	90	65
110	1	19	1	1
110	2	17	45	37
110	3	11	56	43
110	4	10	39	38
110	5	14	15	10
110	6	10	19	12
110	7	12	35	32
110	8	17	13	8
110	9	16	33	22
110	10	19	99	80
110	11	1	24	17
110	12	15	34	33
110	13	2	45	44
110	14	13	100	87
110	15	20	6	6
110	16	6	75	62
110	17	7	39	32
110	18	8	11	7
110	19	13	64	47
110	20	2	42	34
110	21	4	25	21
110	22	13	94	55
110	23	7	89	48
110	24	6	34	21
110	25	15	65	41
110	26	13	56	31
110	27	5	97	63
110	28	2	33	24
110	29	1	56	36
110	30	4	5	3
110	31	14	11	10
110	32	17	61	48
110	33	19	45	45
110	34	3	12	7
110	35	2	3	2
110	36	9	81	79
110	37	4	21	16
110	38	14	24	20
110	39	13	88	75
110	40	12	26	20
110	41	6	25	13
110	42	15	39	26
110	43	9	16	15
110	44	13	28	16
110	45	12	48	40
110	46	2	61	48
110	47	11	25	22
110	48	17	5	3
110	49	8	95	76
110	50	6	63	33
110	51	5	71	66
110	52	10	100	52
110	53	6	34	25
110	54	12	16	11
110	55	10	53	44
110	56	9	85	71
110	57	20	56	50
110	58	1	13	11
110	59	1	68	42
110	60	12	69	62
111	1	1	7	6
111	2	20	55	44
111	3	16	41	39
111	4	12	15	14
111	5	7	28	16
111	6	3	55	52
111	7	12	15	11
111	8	7	85	69
111	9	7	17	13
111	10	13	39	30
111	11	10	48	24
111	12	8	27	19
111	13	4	80	79
111	14	9	45	32
111	15	6	75	41
111	16	2	78	64
111	17	12	31	22
111	18	2	32	27
111	19	2	23	12
111	20	7	99	75
111	21	6	50	33
111	22	4	11	8
111	23	18	33	25
111	24	14	99	88
111	25	20	100	99
111	26	2	53	27
111	27	5	25	19
111	28	12	3	3
111	29	20	68	61
111	30	1	51	27
111	31	16	71	44
111	32	12	11	11
111	33	9	77	75
111	34	19	69	53
111	35	20	44	26
111	36	13	30	18
111	37	11	1	1
111	38	9	55	53
111	39	5	34	19
111	40	3	35	25
111	41	15	60	48
111	42	6	9	5
111	43	10	82	43
111	44	2	20	19
111	45	13	51	33
111	46	3	53	37
111	47	7	1	1
111	48	14	8	7
111	49	6	42	36
111	50	1	23	11
111	51	8	32	21
111	52	5	39	31
111	53	2	16	13
111	54	6	73	38
111	55	19	71	51
111	56	1	55	34
111	57	17	63	50
111	58	19	39	34
111	59	15	31	29
111	60	18	99	96
112	1	17	5	4
112	2	4	45	36
112	3	4	24	14
112	4	2	58	54
112	5	9	88	83
112	6	13	26	21
112	7	19	98	71
112	8	19	60	56
112	9	14	64	48
112	10	5	3	2
112	11	7	3	2
112	12	3	13	13
